image,name,shortName,status,lastTradePrice,bestBuyYesCost,bestBuyNoCost,bestSellYesCost,bestSellNoCost,lastClosePrice,displayOrder,current_time,market_id,market_url,contract_id,new_image
https://az620379.vo.msecnd.net/images/Contracts/small_322243ef-da30-4199-aef3-7bdf8175fbe4.jpg,Elizabeth Warren,Warren,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,24812,https://az620379_vo_msecnd_net/images/Contracts/small_322243ef-da30-4199-aef3-7bdf8175fbe4.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_5b927e73-c6a1-474e-90b8-73e265392785.jpg,A. Ocasio-Cortez,AOC,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,24816,https://az620379_vo_msecnd_net/images/Contracts/small_5b927e73-c6a1-474e-90b8-73e265392785.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_ec55b431-9c26-4d8d-807c-1917dc4d612a.jpg,Sherrod Brown,Brown,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,28288,https://az620379_vo_msecnd_net/images/Contracts/small_ec55b431-9c26-4d8d-807c-1917dc4d612a.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_f646ee92-fe02-4850-bef9-358c4e1c59d1.jpg,Stacey Abrams,Abrams,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,28289,https://az620379_vo_msecnd_net/images/Contracts/small_f646ee92-fe02-4850-bef9-358c4e1c59d1.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_3cbf4f5f-5842-42ce-884f-a08c8a210794.jpg,Amy Klobuchar,Klobuchar,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,29705,https://az620379_vo_msecnd_net/images/Contracts/small_3cbf4f5f-5842-42ce-884f-a08c8a210794.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_4d57e9a8-9b8f-4b3b-ae34-807f40b11759.png,JB Pritzker,Pritzker,Open,0.01,0.02,0.99,0.01,0.98,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,31067,https://az620379_vo_msecnd_net/images/Contracts/small_4d57e9a8-9b8f-4b3b-ae34-807f40b11759.png
https://az620379.vo.msecnd.net/images/Contracts/small_afcbd56b-265a-4ae8-a2b6-693899b708a9.png,Robert Kennedy Jr.,RFK Jr.,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7057,https://www.predictit.org/markets/detail/7057/Who-will-win-the-2024-Democratic-presidential-nomination,31226,https://az620379_vo_msecnd_net/images/Contracts/small_afcbd56b-265a-4ae8-a2b6-693899b708a9.png
https://az620379.vo.msecnd.net/images/Contracts/small_5f1bcacc-8162-4152-ab4a-475c68e7100c.jpg,Will Joe Biden resign during his first term?,Will Biden resign during his first term?,Open,0.08,0.09,0.92,0.08,0.91,0.08,0,2024-04-04T17:30:24.252293,7136,https://www.predictit.org/markets/detail/7136/Will-Joe-Biden-resign-during-his-first-term,25232,https://az620379_vo_msecnd_net/images/Contracts/small_5f1bcacc-8162-4152-ab4a-475c68e7100c.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_6908799e-f678-42a2-a637-9898f79ba842.jpg,New Hampshire,New Hampshire,Open,0.75,0.75,0.26,0.74,0.25,0.75,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,25412,https://az620379_vo_msecnd_net/images/Contracts/small_6908799e-f678-42a2-a637-9898f79ba842.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_e2170e96-4e62-4543-96f8-ee541143d508.jpg,South Carolina,South Carolina,Open,0.27,0.26,0.75,0.25,0.74,0.26,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,25411,https://az620379_vo_msecnd_net/images/Contracts/small_e2170e96-4e62-4543-96f8-ee541143d508.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_c4e2bbd1-f530-4037-9713-2f77f217990c.jpg,Iowa,Iowa,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,25409,https://az620379_vo_msecnd_net/images/Contracts/small_c4e2bbd1-f530-4037-9713-2f77f217990c.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_6cffeb7b-fc42-47bb-b764-a8c93163a41b.jpg,Nevada,Nevada,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,25410,https://az620379_vo_msecnd_net/images/Contracts/small_6cffeb7b-fc42-47bb-b764-a8c93163a41b.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_1557353a-af38-4fa3-bb31-7c8402cc8935.jpg,New Jersey,New Jersey,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,29674,https://az620379_vo_msecnd_net/images/Contracts/small_1557353a-af38-4fa3-bb31-7c8402cc8935.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_324a42b0-c57e-414f-b49f-8a13935aa012.jpg,Michigan,Michigan,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,29825,https://az620379_vo_msecnd_net/images/Contracts/small_324a42b0-c57e-414f-b49f-8a13935aa012.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_eec8cc13-fe44-49f7-b7f4-f52d58ef55a2.jpg,Minnesota,Minnesota,Open,0.01,0.01,,,0.99,0.01,0,2024-04-04T17:30:24.252293,7158,https://www.predictit.org/markets/detail/7158/Which-state-will-hold-the-first-Democratic-primary-for-the-2024-nominee,29939,https://az620379_vo_msecnd_net/images/Contracts/small_eec8cc13-fe44-49f7-b7f4-f52d58ef55a2.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg,Will Kamala Harris be the 47th US president?,Harris the 47th US president?,Open,0.21,0.22,0.79,0.21,0.78,0.21,0,2024-04-04T17:30:24.252293,7419,https://www.predictit.org/markets/detail/7419/Will-Kamala-Harris-be-the-47th-US-president,27224,https://az620379_vo_msecnd_net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_4c64890a-503c-454c-b02e-732319f1459f.jpg,Joe Biden,Biden,Open,0.51,0.51,0.5,0.5,0.49,0.5,0,2024-04-04T17:30:24.252293,7456,https://www.predictit.org/markets/detail/7456/Who-will-win-the-2024-US-presidential-election,27486,https://az620379_vo_msecnd_net/images/Contracts/small_4c64890a-503c-454c-b02e-732319f1459f.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_3c10062b-0942-4fc3-9ace-bb6abdb790ff.jpg,Donald Trump,Trump,Open,0.45,0.46,0.55,0.45,0.54,0.46,0,2024-04-04T17:30:24.252293,7456,https://www.predictit.org/markets/detail/7456/Who-will-win-the-2024-US-presidential-election,27485,https://az620379_vo_msecnd_net/images/Contracts/small_3c10062b-0942-4fc3-9ace-bb6abdb790ff.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_afcbd56b-265a-4ae8-a2b6-693899b708a9.png,Robert Kennedy Jr.,RFK Jr.,Open,0.05,0.06,0.95,0.05,0.94,0.05,0,2024-04-04T17:30:24.252293,7456,https://www.predictit.org/markets/detail/7456/Who-will-win-the-2024-US-presidential-election,31296,https://az620379_vo_msecnd_net/images/Contracts/small_afcbd56b-265a-4ae8-a2b6-693899b708a9.png
https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg,Kamala Harris,Harris,Open,0.04,0.04,0.97,0.03,0.96,0.04,0,2024-04-04T17:30:24.252293,7456,https://www.predictit.org/markets/detail/7456/Who-will-win-the-2024-US-presidential-election,27487,https://az620379_vo_msecnd_net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_a898b196-9a0f-454e-99fe-36e21c62f343.jpg,Gavin Newsom,Newsom,Open,0.04,0.05,0.96,0.04,0.95,0.04,0,2024-04-04T17:30:24.252293,7456,https://www.predictit.org/markets/detail/7456/Who-will-win-the-2024-US-presidential-election,31066,https://az620379_vo_msecnd_net/images/Contracts/small_a898b196-9a0f-454e-99fe-36e21c62f343.jpg
https://az620379.vo.msecnd.net/images/Contracts/small_20003de6-fa6b-4fb5-82be-aba2bc8c02f9.jpg,Nikki Haley,Haley,Open,0.02,0.02,0.99,0.01,0.98,0.02,0,2024-04-04T17:30:24.252293,7456,https://www.predictit.org/markets/detail/7456/Who-will-win-the-2024-US-presidential-election,31389,https://az620379_vo_msecnd_net/images/Contracts/small_20003de6-fa6b-4fb5-82be-aba2bc8c02f9.jpg
